Uuid,Void/Retire,Name,display:en,display:fr,Description,Required,Format,Format description,Validator,Location behavior,Uniqueness behavior
50f77027-36b6-4984-9bd5-5ff83462e50a,,Patient ID,Patient ID,Identifiant Patient,Patient identifier type Patient IDs,TRUE,^[0-9]{5}$,Patient ID must be exactly 5 digits (e.g. 12345),,NOT_USED,UNIQUE
