Uuid,Void/Retire,Name,display:en,display:fr,Description,Java class name,Parent,Concept Classes
67a92bd6-0f88-11ea-8d71-362b9e155667,,Medical Supply Order,Medical Supply orders,Materiel Médical,An order for Medical supplies,org.openmrs.Order,,Medical supply
