Uuid,Void/Retire,Name,display:en,display:fr,Description,Required,Format,Format description,Validator,Location behavior,Uniqueness behavior
50f77027-36b6-4984-9bd5-5ff83462e50a,,DHIS2 ID,DHIS2 ID,Identifiant DHIS2,DHIS2 patient identifier type DHIS2 patient IDs,FALSE,,,,NOT_USED,UNIQUE
